moisture,temperature,humidity,light,ph,air_quality,nutrient,label
296,24,67,450,6.7,616,66,healthy
127,23,22,370,5.16,626,47,water_needed
302,25,52,429,7.21,788,68,healthy
182,30,46,429,4.8,627,55,stress
138,22,37,392,6.89,597,25,water_needed
327,26,78,574,7.29,772,88,healthy
186,31,47,430,4.57,509,57,stress
349,26,61,618,6.45,637,59,healthy
90,29,25,480,6.15,614,33,water_needed
141,25,22,364,5.64,683,35,water_needed
129,27,32,560,6.88,648,38,water_needed
126,28,33,357,5.04,623,40,water_needed
348,21,53,425,6.84,605,89,healthy
363,23,71,495,7.36,666,58,healthy
362,25,70,664,7.04,739,79,healthy
234,31,46,468,4.52,564,31,stress
136,26,32,397,5.93,684,44,water_needed
148,31,27,455,6.06,597,24,water_needed
235,33,48,419,5.91,614,40,stress
175,34,38,464,5.14,609,47,stress
247,28,31,383,4.65,509,48,stress
318,26,75,520,7.48,615,69,healthy
368,20,78,466,6.12,618,62,healthy
341,24,74,579,6.56,605,57,healthy
175,33,48,366,5.77,637,57,stress
174,29,43,326,5.56,516,37,stress
212,33,37,308,4.53,641,51,stress
220,32,49,468,5.96,579,40,stress
245,30,35,311,4.51,521,35,stress
201,34,40,459,4.91,514,33,stress
243,30,37,466,5.47,640,50,stress
142,30,42,435,6.22,571,42,water_needed
213,33,44,304,4.67,609,32,stress
248,32,41,443,5.5,642,32,stress
189,31,42,359,5.7,607,44,stress
175,34,43,310,4.86,516,39,stress
117,28,42,529,5.07,626,36,water_needed
354,20,65,504,6.19,679,63,healthy
91,22,20,542,5.79,564,21,water_needed
135,26,23,439,6.13,603,21,water_needed
302,25,51,666,7.34,615,86,healthy
238,31,35,300,5.69,578,57,stress
330,22,72,598,6.96,751,72,healthy
131,28,25,412,6.09,566,36,water_needed
139,27,36,587,5.4,697,22,water_needed
167,30,35,379,4.68,617,58,stress
229,34,42,366,4.74,612,31,stress
279,22,58,406,6.31,763,52,healthy
243,34,48,345,5.19,580,37,stress
369,26,61,514,6.77,675,64,healthy
121,26,43,499,5.51,648,40,water_needed
123,29,21,533,5.57,650,31,water_needed
195,29,42,306,5.74,585,43,stress
107,29,28,575,6.4,586,29,water_needed
372,21,58,623,7.23,686,66,healthy
211,32,46,322,4.59,613,43,stress
98,31,23,512,6.75,694,22,water_needed
298,23,60,542,6.97,735,61,healthy
399,20,60,482,6.6,777,71,healthy
198,29,38,348,5.17,532,31,stress
117,26,37,490,6.74,637,43,water_needed
221,34,37,406,5.74,610,47,stress
236,32,42,400,5.12,544,47,stress
178,31,42,441,5.14,625,52,stress
377,20,74,415,6.3,678,58,healthy
164,31,32,379,5.48,523,52,stress
216,33,34,455,4.53,566,42,stress
127,27,41,510,5.73,690,41,water_needed
150,32,33,366,5.77,530,57,stress
112,31,21,595,6.16,592,23,water_needed
104,27,29,494,6.54,664,22,water_needed
279,27,74,662,6.03,792,73,healthy
93,24,36,366,6.88,571,42,water_needed
331,25,67,496,6.64,767,63,healthy
358,20,51,656,7.03,719,83,healthy
185,29,32,325,4.77,631,49,stress
130,24,41,377,6.18,678,22,water_needed
179,28,42,380,5.38,525,49,stress
184,28,45,354,4.78,614,45,stress
313,20,54,587,6.52,650,69,healthy
230,30,43,449,4.93,633,33,stress
130,23,20,439,6.47,620,45,water_needed
218,31,31,336,5.25,600,49,stress
148,30,22,407,5.22,568,49,water_needed
93,29,33,495,6.1,641,35,water_needed
309,23,70,518,7.28,712,56,healthy
251,27,77,628,7.16,601,67,healthy
185,28,39,379,5.93,507,49,stress
307,27,58,675,7.31,758,65,healthy
389,22,50,505,6.87,646,68,healthy
227,28,48,328,4.94,519,35,stress
108,26,36,407,5.89,633,27,water_needed
95,28,40,520,5.92,681,26,water_needed
82,27,33,535,6.51,595,49,water_needed
392,20,50,630,6.6,626,69,healthy
230,30,38,351,5.26,566,47,stress
266,24,76,478,7.07,634,65,healthy
321,27,54,477,7.49,769,71,healthy
140,25,43,595,6.93,688,40,water_needed
210,28,35,430,4.81,622,41,stress
296,23,70,420,6.71,693,67,healthy
81,30,42,399,6.49,677,28,water_needed
242,34,46,492,4.64,559,41,stress
317,26,70,422,7.06,629,61,healthy
204,34,43,330,5.76,574,44,stress
365,24,59,466,7.09,642,80,healthy
308,20,50,572,6.65,716,76,healthy
296,25,72,447,7.42,787,69,healthy
125,30,39,425,6.42,659,45,water_needed
104,22,20,473,6.57,686,38,water_needed
254,25,58,691,6.92,694,85,healthy
350,26,59,547,6.47,643,78,healthy
349,26,74,560,6.5,644,66,healthy
318,23,66,564,7.19,781,62,healthy
135,27,31,540,5.62,684,45,water_needed
194,33,46,361,5.23,623,45,stress
139,22,28,499,6.69,608,24,water_needed
141,28,20,390,5.11,597,29,water_needed
354,22,55,512,7.07,708,70,healthy
86,26,26,376,5.37,630,30,water_needed
149,25,37,519,6.39,694,27,water_needed
164,32,48,445,4.74,517,57,stress
214,29,35,444,5.96,557,37,stress
138,23,27,459,6.87,625,47,water_needed
226,31,31,473,5.87,502,30,stress
81,22,34,371,5.3,573,38,water_needed
302,21,65,635,6.08,780,70,healthy
272,26,76,501,6.28,785,51,healthy
286,26,77,421,7.48,705,51,healthy
265,21,62,600,7.33,628,76,healthy
135,26,23,519,5.64,609,28,water_needed
94,24,30,529,6.72,699,48,water_needed
205,33,30,469,4.85,595,45,stress
137,27,42,409,6.29,587,41,water_needed
109,28,32,454,6.67,690,31,water_needed
122,25,22,455,5.12,556,38,water_needed
100,28,30,509,6.9,576,23,water_needed
322,22,64,659,7.41,740,55,healthy
201,30,41,365,5.17,577,45,stress
242,34,39,472,4.88,502,56,stress
220,29,31,483,4.69,568,50,stress
241,29,36,347,5.53,527,34,stress
115,23,23,406,5.76,687,36,water_needed
323,21,79,676,6.91,614,82,healthy
147,26,44,527,5.06,615,32,water_needed
392,23,71,612,6.77,751,72,healthy
90,31,36,528,6.91,627,48,water_needed
184,28,48,373,5.11,521,32,stress
349,22,66,440,6.62,717,83,healthy
87,30,42,437,6.97,661,48,water_needed
94,27,35,393,5.95,609,49,water_needed
138,30,40,561,6.21,684,29,water_needed
393,23,71,472,6.6,763,74,healthy
312,24,61,518,6.01,692,82,healthy
244,28,31,379,4.7,581,38,stress
378,22,67,448,6.24,796,57,healthy
207,30,42,473,5.59,648,40,stress
381,26,79,553,6.78,688,77,healthy
348,20,51,466,6.41,682,86,healthy
86,23,26,436,5.4,551,20,water_needed
376,22,72,684,6.31,640,53,healthy
197,31,36,436,4.86,632,31,stress
106,27,32,590,6.67,551,42,water_needed
158,30,36,311,5.69,597,40,stress
137,25,24,595,5.32,622,44,water_needed
254,20,69,639,6.09,728,65,healthy
89,28,30,522,5.86,588,24,water_needed
279,22,58,460,6.52,659,56,healthy
355,26,79,651,7.21,717,64,healthy
230,32,46,498,5.59,529,33,stress
303,27,62,478,7.36,693,61,healthy
375,20,61,501,6.64,705,78,healthy
314,22,50,674,6.24,783,63,healthy
119,29,22,372,5.12,560,40,water_needed
84,23,29,492,6.46,690,37,water_needed
281,26,54,424,6.83,698,78,healthy
167,31,39,348,5.08,569,45,stress
130,25,33,569,6.07,667,43,water_needed
198,33,47,475,5.88,520,48,stress
223,29,36,456,5.18,515,31,stress
116,28,39,515,6.63,614,27,water_needed
339,25,58,559,6.0,678,53,healthy
203,34,31,439,4.63,619,48,stress
155,28,34,310,5.52,634,57,stress
208,29,49,442,5.87,550,55,stress
223,30,41,313,5.04,623,34,stress
92,23,31,537,5.47,637,48,water_needed
225,30,45,453,5.65,515,59,stress
364,21,77,589,6.96,689,50,healthy
82,23,39,501,6.78,643,47,water_needed
355,26,54,653,6.69,787,61,healthy
159,33,31,488,5.94,643,46,stress
380,21,72,531,6.99,703,76,healthy
229,28,44,315,4.53,548,54,stress
231,33,49,345,4.82,640,30,stress
159,29,33,460,5.18,634,46,stress
234,29,37,409,4.75,528,45,stress
244,28,31,380,5.91,556,41,stress
238,28,34,459,5.05,611,38,stress
233,31,32,335,5.75,522,43,stress
176,32,33,367,4.96,585,56,stress
103,29,23,538,6.99,641,28,water_needed
166,30,33,384,5.66,545,54,stress
371,24,67,521,6.52,724,51,healthy
81,28,36,438,6.41,640,47,water_needed
236,32,40,358,5.87,524,46,stress
120,23,35,471,5.71,575,21,water_needed
230,30,43,430,5.51,532,47,stress
182,32,39,322,4.91,537,49,stress
218,34,34,487,4.77,543,37,stress
316,25,67,449,7.07,681,71,healthy
396,24,61,464,6.84,630,58,healthy
282,27,52,508,6.91,643,57,healthy
144,31,36,421,5.68,571,36,water_needed
215,29,43,313,5.01,618,46,stress
96,22,32,491,6.25,570,22,water_needed
298,21,68,667,7.47,723,55,healthy
96,29,43,437,5.26,622,45,water_needed
307,21,68,538,6.18,731,65,healthy
226,29,37,479,5.51,633,40,stress
152,29,44,462,5.1,535,50,stress
277,25,61,551,6.44,646,86,healthy
203,32,39,331,5.49,518,54,stress
94,23,37,562,5.51,635,37,water_needed
163,31,48,471,5.98,553,30,stress
214,29,45,476,4.82,512,59,stress
293,24,63,436,6.35,769,52,healthy
199,31,34,319,5.62,624,37,stress
221,30,42,424,5.75,502,52,stress
198,34,39,372,5.83,515,32,stress
93,23,27,487,6.06,611,37,water_needed
192,30,46,386,5.77,552,36,stress
169,32,47,440,4.75,560,53,stress
170,31,49,321,5.88,550,31,stress
141,26,30,585,6.54,561,47,water_needed
330,21,61,560,6.72,621,87,healthy
353,21,58,537,6.7,770,75,healthy
108,26,40,597,6.31,592,37,water_needed
314,20,54,654,6.02,604,83,healthy
177,31,35,344,4.81,542,53,stress
88,23,43,528,5.77,639,37,water_needed
312,27,56,442,7.02,796,55,healthy
379,27,53,680,6.31,609,73,healthy
207,29,37,320,5.71,632,37,stress
283,24,57,490,6.48,756,64,healthy
188,29,41,389,4.66,632,43,stress
140,28,28,594,5.44,638,40,water_needed
150,32,39,342,5.43,619,35,stress
264,25,65,465,6.01,678,82,healthy
98,22,41,580,6.3,599,38,water_needed
265,25,70,506,7.06,611,64,healthy
117,29,23,505,6.95,637,39,water_needed
102,22,20,365,6.81,601,33,water_needed
179,33,46,390,5.93,558,48,stress
191,34,34,335,5.22,567,46,stress
287,25,77,693,7.03,787,63,healthy
332,26,59,689,6.9,753,89,healthy
80,26,42,370,5.74,608,34,water_needed
348,24,74,467,6.82,770,84,healthy
339,24,73,490,7.01,613,89,healthy
394,26,57,400,6.31,794,72,healthy
273,25,77,526,6.75,637,65,healthy
353,26,69,629,6.83,795,86,healthy
343,21,64,519,7.16,796,71,healthy
212,33,39,338,5.74,585,47,stress
119,27,31,409,6.46,556,40,water_needed
115,22,37,543,6.52,695,25,water_needed
131,22,26,526,6.54,657,27,water_needed
101,23,35,529,6.92,695,47,water_needed
90,22,31,491,5.08,551,27,water_needed
389,27,68,557,6.61,747,51,healthy
219,34,30,331,5.79,543,34,stress
237,29,35,436,4.96,598,54,stress
194,28,44,407,5.79,600,41,stress
386,24,66,621,6.44,654,62,healthy
204,30,40,479,4.72,501,57,stress
248,31,35,487,5.08,605,38,stress
377,20,74,407,6.47,744,77,healthy
288,21,57,628,6.4,726,82,healthy
138,26,32,410,5.87,647,24,water_needed
303,24,50,420,7.34,670,58,healthy
141,29,24,573,6.45,630,35,water_needed
121,25,30,599,6.35,643,45,water_needed
120,24,40,577,5.78,644,43,water_needed
118,30,26,505,6.12,565,44,water_needed
291,20,77,582,7.12,707,78,healthy
309,22,78,547,6.94,718,54,healthy
302,23,57,485,7.44,645,61,healthy
149,29,21,587,6.49,670,27,water_needed
300,26,61,469,6.21,795,63,healthy
333,22,55,457,7.26,692,72,healthy
143,31,34,492,5.86,589,30,water_needed
198,30,49,422,5.27,555,59,stress
120,29,29,596,6.04,641,20,water_needed
180,28,40,380,4.89,549,39,stress
247,28,30,499,5.2,645,46,stress
339,26,67,503,7.48,710,62,healthy
215,28,38,479,5.38,617,36,stress
381,23,69,423,7.18,764,81,healthy
139,27,29,430,5.42,668,32,water_needed
190,29,40,322,4.97,635,42,stress
359,22,62,569,6.82,645,74,healthy
130,28,22,573,6.58,687,26,water_needed
136,28,23,565,5.63,678,32,water_needed
140,30,24,393,5.4,568,26,water_needed
176,28,47,427,5.06,520,59,stress
104,23,40,353,6.78,637,43,water_needed
307,26,53,429,6.53,742,63,healthy
357,22,63,610,7.49,690,77,healthy
305,27,51,555,6.02,772,56,healthy
346,25,71,427,6.78,707,78,healthy
122,26,44,561,6.06,679,41,water_needed
144,25,36,469,6.49,663,21,water_needed
257,27,71,472,6.07,683,54,healthy
167,30,44,427,4.53,623,45,stress
338,20,65,419,7.3,706,54,healthy
300,25,63,649,7.06,668,58,healthy
190,34,36,317,4.96,520,31,stress
206,34,31,498,4.57,604,48,stress
296,21,57,554,6.42,695,55,healthy
172,32,39,422,5.11,552,52,stress
84,23,31,577,6.66,600,29,water_needed
161,33,44,342,4.83,649,53,stress
167,28,39,328,4.62,567,36,stress
201,30,48,362,5.9,605,56,stress
356,25,55,471,6.09,730,64,healthy
91,27,44,380,5.21,627,29,water_needed
195,31,44,310,5.56,504,39,stress
250,22,57,561,7.1,607,75,healthy
137,30,39,581,5.1,636,28,water_needed
206,34,32,365,5.41,645,53,stress
231,28,30,369,5.3,574,38,stress
224,30,43,337,4.7,595,41,stress
169,34,41,477,4.78,602,50,stress
371,21,60,635,6.59,628,52,healthy
367,25,59,582,7.24,634,50,healthy
295,21,75,581,6.92,786,67,healthy
231,28,43,465,5.61,561,43,stress
84,26,38,527,5.3,612,23,water_needed
99,25,20,511,5.63,699,22,water_needed
89,25,35,439,5.32,629,32,water_needed
153,32,40,483,5.36,541,31,stress
297,26,60,488,7.43,722,69,healthy
221,29,40,420,4.5,600,51,stress
382,20,78,613,6.41,613,52,healthy
241,32,38,486,5.81,611,58,stress
380,24,77,512,7.13,616,72,healthy
138,31,39,353,6.1,599,21,water_needed
84,25,40,543,6.99,593,47,water_needed
149,22,33,512,5.69,565,41,water_needed
338,20,56,680,7.34,647,59,healthy
366,21,63,659,7.02,672,74,healthy
173,34,42,356,4.68,508,33,stress
381,23,63,445,6.46,728,52,healthy
165,34,33,434,4.5,565,34,stress
287,27,51,679,7.29,767,70,healthy
97,25,34,380,6.44,579,24,water_needed
272,26,57,440,6.88,611,80,healthy
117,31,27,549,6.89,685,22,water_needed
207,29,49,376,4.9,546,52,stress
284,23,70,574,6.61,615,70,healthy
97,26,31,521,5.78,659,25,water_needed
133,29,40,350,6.89,656,26,water_needed
248,34,31,386,4.61,625,58,stress
139,28,26,459,6.46,601,20,water_needed
324,27,73,562,6.07,658,74,healthy
134,25,22,512,6.09,689,30,water_needed
130,29,34,585,5.22,663,36,water_needed
196,28,40,386,4.6,613,55,stress
236,32,31,345,5.22,596,37,stress
315,25,54,573,6.44,657,75,healthy
211,30,41,416,5.41,560,49,stress
239,33,37,394,4.83,607,54,stress
310,24,52,439,7.4,602,84,healthy
93,23,21,421,6.52,582,25,water_needed
129,30,39,595,6.51,618,33,water_needed
309,23,77,629,6.69,799,53,healthy
193,28,38,366,5.34,612,30,stress
335,25,63,492,6.62,766,50,healthy
207,33,36,463,4.68,501,53,stress
106,28,27,581,6.79,618,30,water_needed
398,20,69,516,6.31,775,71,healthy
144,24,42,402,5.91,661,21,water_needed
287,21,75,454,7.4,680,60,healthy
202,31,37,346,4.6,604,49,stress
111,31,25,545,6.87,660,32,water_needed
147,22,24,589,5.74,634,42,water_needed
216,34,40,449,5.38,645,36,stress
301,26,74,421,6.26,623,53,healthy
149,28,26,583,6.75,617,34,water_needed
120,28,39,462,6.97,605,29,water_needed
109,31,38,402,7.0,614,46,water_needed
194,30,44,374,5.48,614,45,stress
145,29,42,369,6.04,684,23,water_needed
231,28,36,365,4.79,648,56,stress
104,29,37,577,6.97,592,37,water_needed
141,31,32,409,6.36,646,20,water_needed
111,25,32,498,6.95,596,43,water_needed
124,31,25,437,6.27,669,41,water_needed
362,22,52,486,7.24,786,72,healthy
161,30,41,340,5.16,548,38,stress
112,24,29,491,6.73,599,20,water_needed
283,23,67,491,6.74,701,78,healthy
126,25,27,492,6.99,675,45,water_needed
220,28,30,479,5.41,502,48,stress
148,26,37,416,6.71,583,30,water_needed
123,29,22,420,6.32,629,42,water_needed
397,22,70,612,6.58,796,62,healthy
217,30,39,328,5.05,546,52,stress
261,24,70,467,7.47,722,86,healthy
324,27,61,666,7.13,649,79,healthy
254,21,72,627,7.01,730,85,healthy
108,23,20,462,5.1,690,26,water_needed
197,29,43,351,4.6,554,39,stress
211,29,41,390,5.99,562,51,stress
362,23,77,570,7.22,714,75,healthy
103,24,22,371,5.49,623,20,water_needed
278,24,61,600,6.77,674,67,healthy
175,31,30,470,5.13,544,51,stress
248,28,33,403,5.41,599,44,stress
327,27,53,412,6.84,630,67,healthy
94,28,24,569,6.14,674,47,water_needed
201,31,38,302,5.12,612,46,stress
397,23,50,577,6.34,790,66,healthy
97,22,42,550,6.55,654,44,water_needed
360,22,76,434,7.2,610,62,healthy
158,31,49,312,4.88,517,53,stress
192,31,33,482,4.7,555,50,stress
135,23,39,413,6.06,621,28,water_needed
108,28,37,383,6.16,581,41,water_needed
323,26,64,548,6.61,747,78,healthy
96,23,37,410,6.52,698,21,water_needed
394,26,55,544,7.01,695,69,healthy
386,27,54,506,7.33,777,56,healthy
337,24,50,515,6.23,651,84,healthy
217,34,34,380,5.2,602,34,stress
118,24,30,552,6.58,650,48,water_needed
225,30,30,373,5.41,553,35,stress
351,25,69,450,7.12,797,76,healthy
102,28,39,503,5.2,589,49,water_needed
93,24,31,419,6.16,579,28,water_needed
240,30,47,491,4.64,640,39,stress
153,29,40,412,4.52,640,46,stress
248,29,36,314,5.56,620,49,stress
104,23,24,514,6.82,699,34,water_needed
164,32,49,425,4.93,607,40,stress
297,21,77,412,6.95,708,63,healthy
191,30,30,408,5.83,613,54,stress
323,25,55,444,7.13,611,63,healthy
246,32,44,391,4.68,515,31,stress
98,22,26,419,6.11,587,45,water_needed
227,34,42,487,4.88,551,51,stress
98,24,21,370,5.1,572,39,water_needed
245,30,42,477,5.95,557,39,stress
88,30,21,509,6.45,560,24,water_needed
101,29,26,430,5.83,556,48,water_needed
190,33,48,396,4.8,523,37,stress
99,25,44,461,5.66,644,42,water_needed
296,25,51,448,6.34,675,65,healthy
394,24,59,521,6.68,741,56,healthy
320,22,54,499,6.82,659,58,healthy
200,31,41,477,5.1,632,49,stress
319,26,66,485,6.94,731,73,healthy
312,22,68,489,6.69,684,62,healthy
346,20,50,658,6.59,749,53,healthy
224,28,48,474,4.93,544,39,stress
135,22,28,550,5.31,604,35,water_needed
378,25,54,512,7.49,688,83,healthy
367,22,61,404,6.03,657,77,healthy
352,21,52,646,6.81,723,84,healthy
167,28,38,314,5.73,599,56,stress
97,22,26,407,5.59,584,20,water_needed
157,30,45,304,4.96,570,56,stress
257,20,62,419,7.06,710,81,healthy
166,30,30,373,5.5,559,44,stress
254,27,77,400,7.4,662,52,healthy
112,28,38,400,5.21,593,46,water_needed
220,29,45,426,5.68,513,55,stress
93,22,35,526,6.02,626,43,water_needed
284,27,55,403,6.59,701,62,healthy
175,34,40,454,5.57,569,40,stress
185,30,35,406,5.57,619,30,stress
162,30,30,423,5.36,600,57,stress
367,25,72,649,6.09,762,67,healthy
119,23,39,378,5.89,699,46,water_needed
119,29,25,545,5.02,696,39,water_needed
205,29,49,458,5.54,556,56,stress
219,31,31,428,5.16,613,56,stress
245,28,43,370,5.48,502,36,stress
279,27,50,672,6.77,628,59,healthy
250,26,52,523,6.8,631,72,healthy
262,21,53,516,6.49,689,64,healthy
130,26,26,506,5.86,668,31,water_needed
359,25,63,411,7.37,772,64,healthy
322,21,57,553,6.78,651,57,healthy
98,27,44,496,6.96,637,23,water_needed
175,31,37,424,5.81,524,58,stress
242,33,49,479,5.44,545,48,stress
231,32,47,345,5.28,617,45,stress
267,25,67,681,7.32,610,51,healthy
343,21,53,403,6.93,616,66,healthy
375,25,55,486,6.19,698,83,healthy
115,27,36,555,6.2,597,48,water_needed
92,24,24,529,5.79,610,24,water_needed
331,23,71,538,6.3,732,73,healthy
251,21,67,541,7.14,724,74,healthy
88,29,22,551,6.49,665,27,water_needed
132,30,23,556,6.77,698,32,water_needed
116,30,36,383,5.84,564,23,water_needed
154,33,46,416,4.52,572,53,stress
368,20,76,592,6.99,679,67,healthy
350,24,59,541,7.37,633,51,healthy
131,28,28,534,5.75,627,44,water_needed
307,23,56,618,6.82,743,73,healthy
96,25,25,478,6.32,659,26,water_needed
120,23,25,380,5.76,670,38,water_needed
135,31,25,569,6.84,635,29,water_needed
105,25,30,585,6.75,693,32,water_needed
115,23,22,503,6.86,698,31,water_needed
255,23,71,553,7.29,795,65,healthy
136,27,41,356,6.94,626,24,water_needed
185,33,31,322,5.14,648,56,stress
328,27,51,630,7.24,622,84,healthy
190,32,37,388,5.14,561,47,stress
223,30,31,477,4.94,552,43,stress
156,31,34,312,4.97,564,36,stress
166,28,37,493,5.28,645,36,stress
244,29,38,300,4.68,586,35,stress
91,29,24,494,6.45,568,27,water_needed
280,24,72,586,6.44,784,64,healthy
217,32,49,390,5.25,515,56,stress
142,22,40,364,5.98,573,25,water_needed
232,31,37,478,5.34,591,52,stress
163,32,47,418,5.63,515,47,stress
306,26,76,561,7.12,696,73,healthy
221,34,46,435,4.64,512,58,stress
140,26,20,451,6.03,565,45,water_needed
200,28,48,322,5.22,644,30,stress
98,26,38,399,5.64,599,34,water_needed
259,27,73,626,6.05,770,70,healthy
124,23,43,538,6.11,592,45,water_needed
349,24,61,555,7.25,697,75,healthy
183,34,40,422,5.69,627,54,stress
277,20,66,682,6.29,711,64,healthy
147,22,36,420,6.37,620,43,water_needed
99,28,24,496,5.43,595,29,water_needed
273,27,71,516,6.27,724,67,healthy
321,26,65,476,6.98,604,87,healthy
202,29,41,488,5.74,534,32,stress
218,34,41,354,4.76,566,54,stress
215,34,36,470,5.32,622,47,stress
333,27,67,461,6.89,784,54,healthy
367,23,73,614,6.32,620,80,healthy
226,31,36,460,5.49,588,45,stress
247,30,31,318,5.37,569,50,stress
235,33,38,450,5.17,586,42,stress
223,34,33,375,4.69,552,37,stress
230,28,39,379,5.45,609,36,stress
307,20,66,427,6.61,675,66,healthy
99,27,21,508,6.08,621,49,water_needed
106,22,30,478,6.35,555,32,water_needed
116,24,28,380,5.6,556,24,water_needed
151,32,37,463,4.9,649,42,stress
234,33,34,476,5.16,561,48,stress
144,28,29,373,6.4,652,47,water_needed
151,28,32,340,5.68,629,51,stress
334,23,69,525,6.65,772,88,healthy
260,22,70,552,6.29,755,64,healthy
201,28,43,485,4.71,568,40,stress
180,32,44,427,4.99,512,31,stress
152,32,38,421,5.85,546,38,stress
246,28,42,460,5.62,578,36,stress
146,30,20,495,6.14,691,42,water_needed
297,22,61,619,6.65,736,63,healthy
85,25,41,591,6.3,605,41,water_needed
158,34,42,316,5.93,590,37,stress
131,31,39,534,5.67,626,46,water_needed
287,21,50,485,6.81,727,55,healthy
128,26,31,392,6.39,597,49,water_needed
249,31,41,342,5.38,519,38,stress
162,29,38,458,5.01,527,41,stress
97,23,25,492,6.4,628,44,water_needed
105,25,44,541,5.2,694,25,water_needed
282,22,79,561,6.88,685,72,healthy
85,26,42,579,6.61,607,20,water_needed
121,22,39,378,5.72,583,34,water_needed
144,24,43,492,6.81,654,28,water_needed
106,27,28,354,6.55,699,44,water_needed
150,33,49,339,5.06,626,43,stress
386,22,60,624,6.21,638,72,healthy
263,25,66,617,6.25,745,57,healthy
82,30,39,458,6.65,619,41,water_needed
179,34,48,376,5.24,523,53,stress
211,30,36,323,5.09,558,42,stress
99,28,20,397,6.15,689,34,water_needed
103,22,28,499,5.04,636,26,water_needed
247,28,48,330,5.31,525,47,stress
227,31,42,344,4.56,561,44,stress
238,32,35,312,4.76,614,46,stress
306,24,57,415,6.51,749,85,healthy
212,34,39,300,5.79,616,46,stress
377,26,67,523,6.41,605,80,healthy
102,27,29,379,5.26,661,24,water_needed
235,33,47,431,5.33,548,43,stress
298,26,52,575,6.53,613,56,healthy
366,25,50,520,6.77,600,73,healthy
264,26,69,468,7.08,772,82,healthy
224,34,48,359,4.85,640,50,stress
97,29,37,371,5.23,602,26,water_needed
241,28,36,303,5.33,507,32,stress
281,27,79,595,6.79,768,60,healthy
324,20,75,623,6.35,715,73,healthy
272,21,57,602,7.29,740,53,healthy
206,32,45,490,4.54,523,35,stress
152,31,45,313,5.64,562,58,stress
223,30,46,492,5.5,561,57,stress
116,31,37,598,5.26,639,49,water_needed
107,30,35,410,5.03,583,22,water_needed
303,24,62,441,6.46,721,75,healthy
207,30,39,363,4.52,645,39,stress
247,30,43,311,4.76,619,54,stress
310,21,74,657,7.31,626,83,healthy
195,30,45,358,4.8,630,34,stress
123,28,22,517,5.61,604,29,water_needed
362,23,66,409,6.72,794,62,healthy
388,27,60,517,6.77,782,65,healthy
178,33,40,309,5.36,507,34,stress
274,26,62,531,6.81,722,89,healthy
268,24,61,638,6.33,717,85,healthy
124,26,38,481,5.47,550,30,water_needed
123,24,38,484,6.2,610,41,water_needed
395,20,68,493,6.51,773,81,healthy
92,23,22,492,6.57,661,25,water_needed
231,33,31,427,5.43,555,49,stress
358,27,62,689,6.59,764,86,healthy
100,28,34,363,6.25,667,35,water_needed
152,30,36,496,5.26,569,46,stress
174,30,41,446,5.79,508,38,stress
309,25,54,616,7.28,755,70,healthy
109,24,27,445,5.24,594,23,water_needed
203,28,32,339,5.82,615,46,stress
113,30,28,462,5.2,601,29,water_needed
272,24,71,613,6.78,737,83,healthy
293,22,69,612,6.69,619,66,healthy
170,32,44,323,5.38,632,42,stress
150,28,35,381,5.06,601,54,stress
290,24,55,440,6.14,700,78,healthy
104,26,36,586,6.35,648,32,water_needed
162,30,30,495,4.92,519,30,stress
168,30,43,303,5.92,550,50,stress
131,25,42,593,5.83,592,41,water_needed
190,34,33,451,5.47,611,54,stress
193,28,48,466,5.1,587,35,stress
120,31,24,531,6.85,587,24,water_needed
379,24,66,475,7.24,643,73,healthy
358,27,53,651,7.01,754,86,healthy
276,22,61,471,6.03,793,52,healthy
268,20,59,431,6.93,691,88,healthy
171,32,40,498,4.98,510,59,stress
271,23,53,520,6.84,712,55,healthy
326,24,59,604,6.55,765,83,healthy
218,29,37,326,4.97,580,56,stress
184,30,38,411,4.81,528,39,stress
267,20,58,626,7.43,737,69,healthy
168,29,33,387,5.78,516,40,stress
259,27,77,411,6.82,606,60,healthy
183,33,49,334,4.76,630,42,stress
206,31,36,422,4.69,549,50,stress
242,29,38,430,4.8,539,42,stress
277,26,66,593,7.42,736,75,healthy
291,23,63,473,6.64,762,88,healthy
216,32,49,468,5.21,620,56,stress
262,24,78,535,6.37,671,51,healthy
107,28,34,521,6.49,683,47,water_needed
90,26,37,443,6.71,573,47,water_needed
289,26,64,533,6.9,741,59,healthy
152,28,45,339,4.81,508,36,stress
119,24,44,486,5.04,574,36,water_needed
365,24,75,551,6.62,711,81,healthy
114,24,37,594,5.23,550,38,water_needed
263,26,57,603,6.68,755,61,healthy
101,26,44,472,6.91,557,41,water_needed
117,22,23,502,6.16,670,47,water_needed
293,23,52,571,6.17,725,82,healthy
147,27,33,356,5.53,656,45,water_needed
105,22,38,375,6.8,642,34,water_needed
224,34,38,448,5.94,614,32,stress
367,21,52,416,7.41,731,83,healthy
123,23,25,587,5.35,669,41,water_needed
254,21,75,667,7.04,743,83,healthy
95,31,43,480,5.7,647,40,water_needed
248,33,38,396,5.61,561,57,stress
318,25,58,644,6.18,691,73,healthy
317,24,71,577,6.61,740,67,healthy
84,22,40,444,6.9,553,22,water_needed
143,27,34,490,6.77,586,48,water_needed
184,32,35,355,5.53,565,50,stress
120,22,30,403,5.46,611,27,water_needed
201,32,43,379,4.72,532,49,stress
